URL,Title,Price,Vendor,Summary,Collections,model_price,media_prose,media_poetry,media_anthology,audience_kids,audience_adults,genre_fantasy,genre_horror,genre_romance,genre_drama,genre_historical,genre_scifi,genre_mystery,lbgt_rep,nonfiction,misc_local,misc_hero,misc_trans,misc_humor,misc_mediatiein
https://dreamersbooks.com/products/a-short-history-of-trans-misogyny?variant=45033933603056,A Short History of Trans Misogyny,$24.95 ,Verso,"An accessible, bold new vision for the future of intersectional trans feminism, called ""one of the best books in trans studies in recent years"" by Susan Stryker“A beautifully written and argued book.” - Torrey Peters, author of Detransition, BabyThere is no shortage of voices demanding everyone pay attention to the violence trans women suffer. But one frighteningly basic question seems never to be answered: why does it happen? If men are not inherently evil and trans women do not intrinsically invite reprisal—which would make violence unstoppable—then the psychology of that violence had to arise at a certain place and time. The trans panic had to be invented.Award-winning historian Jules Gill-Peterson takes us from the bustling port cities of New York and New Orleans to the streets of London and Paris in search of the emergence of modern trans misogyny. She connects the colonial and military districts of the British Raj, the Philippines, and Hawai’i to the lively travesti communities of Latin America, where state violence has stamped a trans label on vastly different ways of life. Weaving together the stories of historical figures in a richly detailed narrative, the book shows how trans femininity emerged under colonial governments, the sex work industry, the policing of urban public spaces, and the area between the formal and informal economy.A Short History of Trans Misogyny is the first book to explain why trans women are burdened by such a weight of injustice and hatred.","Non-Fiction, Prose, Queer",24.95,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
https://dreamersbooks.com/products/come-together-the-science-and-art-of-creating-lasting-sexual-connections?variant=45033933570288,Come Together: The Science (and Art!) of Creating Lasting Sexual Connections,$30.00 ,Ballantine Books,"From the New York Times bestselling author of Come as You Are and co-author of Burnout comes an illuminating exploration of how to maintain a happy sex life in a long-term relationship.“Emily Nagoski is a national treasure—helping us all understand how to finally build true, joyful, confident sex lives.”—Glennon Doyle, author of UntamedIn Come as You Are, Emily Nagoski, PhD, revolutionized the way we think about women’s sexuality. Now, in Come Together, Nagoski takes on a fundamentally misunderstood subject: sex in long-term relationships. Most of us struggle at some point to maintain a sexual connection with our partner/s or spouse. And many of us are given not-very-good advice on what to do about it. In this book, Nagoski dispels the myths we’ve been taught about sex—for instance, the belief that sexual satisfaction and desire are highest at the beginning of a relationship and that they inevitably decline the longer that relationship lasts. Nagoski assures us that’s not true.So, what is true? Come Together isn’t about how much we want sex, or how often we’re having it; it’s about whether we like the sex we’re having. Nagoski breaks down the obstacles that impede us from enjoying sex—from stress and body image to relationship difficulties and gendered beliefs about how sex “should” be—and presents the best ways to overcome them. You’ll learn:• that “spontaneous desire” is not the kind of desire to strive for if you want to have great sex for decades• vocabulary for talking with partners about ways to get in “the mood” and how to not take it personally when “the mood” is nowhere to be found• how to understand your own and your partner’s “emotional floorplan,” so that you have a blueprint for how to get to a sexy state of mindWritten with scientific rigor, humor, and compassion, Nagoski shows us what great sex can look like, how to create it in our own lives, and what to do when struggles arise.","Adult, Non-Fiction, Prose",30,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
https://dreamersbooks.com/products/yours-from-the-tower,Yours from the Tower,$17.99 ,Walker Books US,"Bridgerton fans rejoice! This epistolary confection—told in letters among three school friends—is perfect for devotees of gossipy costume drama.Tirzah, Sophia, and Polly are best friends who’ve left boarding school and gone back to very different lives. The year is 1896, and Polly is teaching in an orphanage, Sophia is scouting for a rich husband at the London Season, and Tirzah is stuck acting as an unpaid companion to her grandmother. In a series of letters buzzing with atmosphere and drama, the friends air their dreams, hopes, frustrations, and romances. Can this trio of very different young women—one industrious, one artful, and one in exile—find happiness and love near the dawn of the Edwardian era? From the award-winning author of the Carnegie Medal–nominated historical romance The Silent Stars Go By comes a playful, feel-good story of friendship and aspiration pitched just right for fans of Jane Austen and her contemporary disciples.","Drama, Historical, Prose",17.99,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
https://dreamersbooks.com/products/momo-arashima-steals-the-sword-of-the-wind-1,Momo Arashima Steals the Sword of the Wind,$8.99 ,Yearling,"A thrilling fantasy series about a twelve year old girl who sets out to save her Shinto goddess mother—and the world—by facing down demons intent on bringing chaos.“A grand adventure.” —Brandon Mull, #1 New York Times bestselling author of Fablehaven“A wild ride of a novel…hilarious.” —Sayantani DasGupta, New York Times bestselling author of The Kingdom BeyondAll Momo wants for her twelfth birthday is an ordinary life—like everyone else's. At home, she has to take care of her absentminded widowed mother. At school, kids ridicule her for mixing up reality with the magical stories her mother used to tell her.But then Momo’s mother falls gravely ill, and a death hag straight out of those childhood stories attacks Momo at the mall, where she’s rescued by a talking fox . . . and “ordinary” goes out the window. It turns out that Momo's mother is a banished Shinto goddess who used to protect a long-forgotten passageway to Yomi—a.k.a. the land of the dead. That passageway is now under attack, and countless evil spirits threaten to escape and wreak havoc across the earth.Joined by Niko the fox and Danny—her former best friend turned popular jerk, whom she never planned to speak to again, much less save the world with—Momo must embrace her (definitely not ""ordinary"") identity as half human, half goddess to unlock her divine powers, save her mother’s life, and force the demons back to Yomi.","Action & Adventure, Kids, Prose",8.99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dreamersbooks.com/products/intuwitchin-learn-to-speak-the-language-of-the-universe-and-reclaim-your-inner-magik,IntuWitchin: Learn to Speak the Language of the Universe and Reclaim Your Inner Magik,$16.99 ,Hay House Inc.,"A savvy witch’s guidebook on strengthening their innate capacity to speak the symbolic language of the universe and trusting their inner knowing—their intuwitchin.From the founder of Witch School Mia Magik (@miamagik) comes a guide to what she calls IntuWitchin. There’s a key difference between intuition and IntuWitchin. While they both come from within us, IntuWitchin involves our innate capacity to learn and fluently speak the symbolic language of the Universe. It allows us to receive information from every animal or number, any part of our body, dreams, conversations, and more. We’ve all been told to follow our intuition, but IntuWitchin shows you how. It means reclaiming your magik to see how the world around you is always communicating with you and letting you know which way to go.IntuWitchin makes you your own teacher, guide, healer, and hero of your story. Putting the Witch in IntuWitchin supports you in owning your witchiness—how your wisdom expresses through you—and synergizing that unique essence with the magik of the world all around you.The book describes how to tap into your Intuwitchin and apply it in your life with rituals, magikal practices, journaling prompts, and chapters on: * Reclaiming the witch wound in order to move forward in courage and empowerment * Understanding signs and symbols from the Universe * Divination tools like astrology, tarot, numerology, and color magik * Recognizing how your body speaks to you * Incorporating the wisdom of the elements into your magik","Prose, Spiritual & Religious",16.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dreamersbooks.com/products/the-mayor-of-maxwell-street,The Mayor of Maxwell Street,$27.99 ,Hyperion Avenue,"""A debut novel everyone will be talking about,"" Avery Cunningham's epic love story is ""a triumph"" and ""a tale of intrigue, racial tension, and class warfare, set against the glamorous and gritty backdrop of early 20th century Chicago.""When a rich Black debutante enlists the help of a low-level speakeasy manager to identify the head of an underground crime syndicate, the two are thrust into the dangerous world of Prohibition-era Chicago.The year is 1921, and America is burning. A fire of vice and virtue rages on every shore, and Chicago is its beating heart.Nelly Sawyer is the daughter of the “wealthiest Negro in America,” whose affluence catapulted his family to the heights of Black society. After the unexpected death of her only brother, Nelly becomes the premier debutante overnight. But Nelly has aspirations beyond society influence and marriage. For the past year, she has worked undercover as an investigative journalist, sharing the achievements and tribulations of everyday Black people living in the shadow of Jim Crow. Her latest assignment thrusts her into the den of a dangerous vice lord: the so-called Mayor of Maxwell Street.Born in rural Alabama to a murdered biracial couple, Jay Shorey knows firsthand what it means to be denied a chance at the American dream. When a tragic turn of fate gave Jay a rare path out, he took it without question. He washed up on Chicago’s storied shores and forged his own way to the top of the city’s underworld, running Chicago's swankiest speakeasy, where the rich and famous rub elbows with gangsters and politicians alike.When Nelly’s and Jay’s paths cross, she recruits him to help expose the Mayor and bring about lasting change in a corrupt city. But Jay also introduces a whole new world to Nelly, one where her horizons can extend beyond the confines of her ivory tower. Trapped between the monolith of Jim Crow, the inflexible world of the Black upper class, and the violence of Prohibition-era Chicago, Jay and Nelly work together and stoke the flames of a love worth fighting for.Debut author Avery Cunningham’s stunning novel is at once an epic love story, a riveting historical drama, and a brilliant exploration of Black society and perseverance when the ‘20s first began to roar.","Historical, Prose, Romance",27.99,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
https://dreamersbooks.com/products/faebound-a-novel,Faebound: A Novel,$28.99 ,Del Rey,"Two elven sisters become imprisoned in the intoxicating world of the fae, where danger and love lie in wait. Faebound is the first book in an enchanting new trilogy from the Sunday Times bestselling author of The Final Strife.“A romantic fantasy of epic proportions, crackling with magic and passion.”—Samantha Shannon, bestselling author of The Priory of the Orange TreeYeeran was born on the battlefield, has lived on the battlefield, and one day, she knows, she’ll die on the battlefield.As a warrior in the elven army, Yeeran has known nothing but violence her whole life. Her sister, Lettle, is trying to make a living as a diviner, seeking prophecies of a better future.When a fatal mistake leads to Yeeran’s exile from the Elven Lands, both sisters are forced into the terrifying wilderness beyond their borders. There they encounter the impossible: the fae court. The fae haven’t been seen for a millennium. But now Yeeran and Lettle are thrust into their seductive world, torn among their loyalties to each other, their elven homeland, and their hearts.","Fantasy, Prose",28.99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dreamersbooks.com/products/legacy-a-black-physician-reckons-with-racism-in-medicine,Legacy: A Black Physician Reckons with Racism in Medicine,$28.00 ,Viking,"“[An] extraordinary family story.” —Dr. Damon Tweedy, The New York Times Book Review“This book should be required reading for all medical students.” —Gayle King, CBS MorningsOne of NPR’s 11 Books to Look Forward to in 2024One of Good Morning America’s 15 New Books to Read for the New Year“Legacy is both a compelling memoir and an edifying analysis of the inequities in the way we deliver healthcare in America. Uché Blackstock is a force of nature.” —Abraham Verghese, MD, New York Times-bestselling author of The Covenant of WaterThe rousing, captivating story of a Black physician, her career in medicine, and the deep inequities that still exist in the U.S. healthcare systemGrowing up in Brooklyn, New York, it never occurred to Uché Blackstock and her twin sister, Oni, that they would be anything but physicians. In the 1980s, their mother headed an organization of Black women physicians, and for years the girls watched these fiercely intelligent women in white coats tend to their patients and neighbors, host community health fairs, cure ills, and save lives.What Dr. Uché Blackstock did not understand as a child—or learn about at Harvard Medical School, where she and her sister had followed in their mother’s footsteps, making them the first Black mother-daughter legacies from the school—were the profound and long-standing systemic inequities that mean just 2 percent of all U.S. physicians today are Black women; the racist practices and policies that ensure Black Americans have far worse health outcomes than any other group in the country; and the flawed system that endangers the well-being of communities like theirs. As an ER physician, and later as a professor in academic medicine, Dr. Blackstock became profoundly aware of the systemic barriers that Black patients and physicians continue to face.Legacyis a journey through the critical intersection of racism and healthcare. At once a searing indictment of our healthcare system, a generational family memoir, and a call to action, Legacy is Dr. Blackstock’s odyssey from child to medical student to practicing physician—to finally seizing her own power as a health equity advocate against the backdrop of the pandemic and the Black Lives Matter movement.","Non-Fiction, Prose",28,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
https://dreamersbooks.com/products/black-women-taught-us-an-intimate-history-of-black-feminism,Black Women Taught Us: An Intimate History of Black Feminism,$30.00 ,Random House,"A reclamation of essential history and a hopeful gesture toward a better political future, this is what listening to Black women looks like—from a professor of political science and columnist for Teen Vogue.“Jenn M. Jackson is a beautiful writer and excellent scholar. In this book, they pay tribute to generations of Black women organizers and set forward a bold and courageous blueprint for our collective liberation.”—Imani Perry, author of South to AmericaThis is my offering. My love letter to them, and to us.Jenn M. Jackson, PhD, has been known to bring historical acuity to some of the most controversial topics in America today. Now, in their first book, Jackson applies their critical analysis to the questions that have long energized their work: Why has Black women’s freedom fighting been so overlooked throughout history, and what has our society lost because of our refusal to engage with our forestrugglers’ lessons?A love letter to those who have been minimized and forgotten, this collection repositions Black women’s intellectual and political work at the center of today’s liberation movements.Across eleven original essays that explore the legacy of Black women writers and leaders—from Harriet Jacobs and Ida B. Wells to the Combahee River Collective and Audre Lorde—Jackson sets the record straight about Black women’s longtime movement organizing, theorizing, and coalition building in the name of racial, gender, and sexual justice in the United States and abroad. These essays show, in both critical and deeply personal terms, how Black women have been at the center of modern liberation movements despite the erasure and misrecognition of their efforts. Jackson illustrates how Black women have frequently done the work of liberation at great risk to their lives and livelihoods.For a new generation of movement organizers and co-strugglers, Black Women Taught Us serves as a reminder that Black women were the first ones to teach us how to fight racism, how to name that fight, and how to imagine a more just world for everyone.","Historical, Non-Fiction, Prose",30,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
https://dreamersbooks.com/products/blood-the-science-medicine-and-mythology-of-menstruation,"Blood: The Science, Medicine, and Mythology of Menstruation",$30.00 ,Citadel,"“This book is the brilliant and long needed corrective that we have waited for, since the first time we stuffed a box of pads into a three-ply paper bag and slunk out of a pharmacy. Never again.” —Samantha BeeNew York Times bestselling author of The Menopause Manifesto and ""the world's most famous and outspoken gynecologist” (The Guardian) fights myths and fearmongering with real science, inclusive facts, and shame-free advice on the topic that impacts more than 72 million Americans every month: menstruation.Most women, transgender, and non-binary people who menstruate can expect to have hundreds of periods in a lifetime. So why is real information so hard to find? Despite its significance, most education about menstruation focuses either on increasing the chances of pregnancy or preventing it. And while both are important for many people, those who menstruate deserve to know more about their bodies than just what happens in service to reproduction. At a time when charlatans, politicians, and social media are succeeding in propagating damaging misinformation with real and devastating consequences, Dr. Jen provides the antidote with science, myth busting, andno-nonsense facts.Not knowing how your body works makes it challenging to advocate for yourself. Consequently, many suffer in silence thinking their bodies are uniquely broken, or they turn to disreputable sources. Blood is a practical, empowering guide to what’s typical, what’s concerning, and when to seek care—recounted with expertise and frank, fearless wit that have made Dr. Jen today’s most trusted voice in gynecology.Dr. Jen answers all your period-related questions, including: What exactly happens during menstruation? How heavy is too heavy? How much should periods hurt? and provides essential information about topics such as:* Why do we menstruate?* The endometrium’s (the uterine lining’s) fascinating connection to the immune system* The impact of stress, vaccines, and health on the menstrual cycle* Menstrual migraines, PMS, and period diarrhea (yes, it’s a thing, unfortunately)* Polycystic Ovarian Syndrome (PCOS)*Fibroids and other causes of heavy bleeding* Endometriosis and the latest treatments*Legitimate menstrual products, and the facts behind toxic shock syndromeBlood is about much more than biology. It’s an all-in-one, revolutionary guide that will change the way we think about, talk about—and don’t talk about—our bodies and our well-being.“Requisite reading. A no-nonsense, educational, science-backed, in-depth title about menstruation and the impact it can have on one’s body. This title will empower readers to better understand their bodies and to advocate for themselves in medical situations.” —Library Journal, STARRED REVIEW""Filled with piercing social analysis and enlightening science, this one’s a winner.” —Publishers Weekly, STARRED REVIEW","Non-Fiction, Prose",30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
